Reviews,Ratings,Orig_Reviews,no_of_characters,no_of_words,avd_Word_Length,Polarity,Subjectivity
buy recently grandparent since struggle back pain love say easy use buy parent inlaw also say unison love product regardless previous one since option provide practical much complicated process water electricity consumption reasonably reduce since replace old one,5,I bought this recently for my grandparents. Since she was struggling with back pain. She loved it and said its very easy to use. Then i bought the same for my parents and in-laws also. All of them say in unison that they love this product regardless of the previous one since the options provided are practical and no much complicated process. The water and electricity consumption has reasonably reduced since we replaced our old one to this.,436,78,4.602564102564102,0.11851851851851852,0.4722222222222222
job well compare previous lg washing machine make little bit noisedelivery do per committed date timelg technician also make later within hrs install demo machinethe service professionalit less week hence tell much function machine product,4,"Does the job well, compared to our previous LG washing machine this makes little bit more noise.Delivery was done as per the committed date and time.LG technician also make later within 6 hrs. to install and demo the machine.The service has been very professional.It has been less than 2 weeks, and hence cannot tell much for about the functioning of the machine and the product.",369,63,4.841269841269841,-0.06416666666666665,0.18666666666666668
day back get product noone ever come installation time call customer care way value customer huge question would like buy,5,9 days back I got the product and noone ever come up for installation after 2 3 times calling to customer care. If this is the way of valuing customer I have a huge question for myself of I would like to buy again.,209,41,4.048780487804878,0.20000000000000004,0.45
worthful product compare company easy use brand installation successfully complete demo understand easy waywhen come washing machine useful product low noise emit,5,It's a very worthful product when compared with other companies. It's very easy to use. Brand installation is successfully completed and their demo can be understood in a easy way.When coming to washing machine it is very useful product and low noise emitting.,254,43,4.930232558139535,0.2533333333333333,0.47333333333333333
good buy literally love use would recommend yes go ahead bou washing machine bestest ever get really love wash blanket upto kg machine right machine kg put clothe till kg machine kg wash upto kg blanket n u washing kg blanket wash one time even wash net clothessaree delicate wash,1,Best you can buy.. I literally love using it.  I would recommend to all that yes you all can go ahead & bou this washing machine.. It's just bestest you can ever get. I really loved it. You can wash blankets too upto 6.5 kg as the machine is of 6.5 right & if machine is 8kg you can put clothes till 8kg ..So as of now this machine is of 6.5 kg so you can wash upto 6.5 kg blanket ..n if u are washing 6.5 kg blanket then you should wash one at a time... You can even wash net clothes/sarees in delicate wash .,474,99,3.707070707070707,0.28095238095238095,0.5392857142857143
pathetic installation service water leak day response customer service samsung services hassle strictly do not recommend buy product,5,Pathetic installation service. The water was leaking for 3 days. There was no response from customer service . Samsung services are a hassle and i strictly don't recommend buying their products.,188,29,5.448275862068965,-1.0,1.0
hour one come installation machine keep house engineer pick phone customer care give excuse pathetic experience samsung highly dissappointe,5,It's been 48hours and no one has come for installation. The machine is just kept in the house. The engineer is not picking up the phone and the customer care is just giving excuses . Pathetic experience with Samsung  .HIGHLY DISSAPPOINTED !!!!,232,40,4.75,-0.2966666666666667,0.5299999999999999
get defective product washng machine spin properly result clothe still soak wet cycle done complain samsung customer service send technician come inspect claim machine expect work want well performance buy expensive model overall experience bad disappointing disgraceful part samsung want return product do not know,1,"We got a defective product. This washng machine does not spin properly and as a result the clothes are still soaking wet when the cycle is done. We complained to Samsung customer service, they sent a technician who came to inspect and claimed this is how the machine is expected to work and if we want better performance we have to buy an expensive model. Overall our experience is bad and disappointing. This is disgraceful on part of samsung. We want to return the product but don't know how.",486,89,4.47191011235955,-0.31666666666666665,0.42777777777777776
like samsung service guy polite helpfulwork nicely another similar model last yearstop load samsung washing machine much reliable long run doubt,5,"Like the samsung service guy, polite and helpful.Works nicely, have another similar model from last 3 years.Top load samsung washing machines are very much reliable in long run no doubt.",180,29,5.206896551724138,0.15,0.4133333333333333
good washinmachine market family member use brand long time even one mechanic suggest buy lg long life got instal know mechanic gave get rest washinmachine accessory fit,5,Best Washinmachine in the market. My all family members use the same brand from long time. Even one of mechanic suggested to buy this or LG for longer life. I got installed with my known mechanic as he gave got rest Washinmachine accessories fitted by himself.,256,46,4.586956521739131,0.24999999999999997,0.44999999999999996
write review week usage must say work efficiently clothe well wash without external effort however take time complete cycle overall perfect washing machine small family work woman also noise cancellation feature worth mention reason add star,5,"I am writing this review after 3 weeks of usage and I must say it works very efficiently, clothes are very well washed without any external efforts however it takes more time  to complete cycles but overall its perfect washing machine for small  families with working women also its noise cancellation feature is worth mentioning ,a reason for adding more stars to it .😃😃😃",365,62,4.838709677419355,0.19166666666666668,0.3333333333333333
order see good review got deliver excited try washing clothe do not work take water wait drum get fill even water level mode quick wash drum got fill start throw water take water supply like never stop thing sometime throw c message drain do nt even start wash clothe new product repute brand never expect samsung,5,"I ordered this after seeing good reviews about it. When this got delivered I was excited but when I tried washing clothes it didn't work. It was taking water and waiting for the drum to get filled even on water level 1 mode for quick wash. After the drum got filled it started to throw water out and taking water supply. It's like a never stopping thing. After sometime it threw 4C message and drained out. It didn't even start to wash clothes. This is a new product from a reputed brand, never expected this from Samsung.",508,96,4.291666666666667,0.38617424242424236,0.5761363636363637
nice product do not install even open cardboard box spoil warranty installation engineer reach home one day polite check working condition machine already instal,1,"Nice product. Don't install it yourself, not even open the cardboard box. You will spoil the warranty if you do that. Installation engineer reached home after one day. He was polite and checked the working condition of the machine as it was already installed by myself.",262,46,4.717391304347826,0.3,0.75
good home seperate water tap available live rent everytime need connect water tap water hose fill water time water less machine stop stick time need refill remain water andpower cut also big problem area every time power cut machine start beggine annoying sometime take whole day wash cloth,1,Good for homes where seperate water tap available but i am living in rent so everytime i need  to connect water tap to water hose to fill the water and if any time water is less machine will stop and stuck at same time so you need to refill the remaining water andPower cut is also very big problem in my area every time if power is cut machine will start from beggining and it is very annoying sometime it will take whole day to wash some cloth,445,88,4.056818181818182,0.06709956709956708,0.4238095238095238
easy use make lot noise washing cycle also short able find washing cycle mode min uncommon good brand provide long duration well washing,5,Easy to use but make lot of noise. The washing cycle is also very short. I am not able to find a washing Cycle Mode for more than 45 Min. which is uncommon as most good brands provide longer duration for better washing.,213,42,4.071428571428571,0.3972222222222223,0.6263888888888889
noise usual mode use need improve surf fabric conditioner must put time interval fabric conditioner horrible sound wash I m happy use machine,5,"Noise is more than usual, modes to use need to improve, surf and fabric conditioner must put at a time, because no interval for fabric conditioner.  Horrible sounds while wash.  I'm not happy with the use of machine.",209,38,4.473684210526316,-0.012499999999999983,0.6625
review month useblack clothe always soap wash option increase rinse time give functionality color clothe detergent spot take one round water rinse ao rinse functionality big issue machine please waste money,3,"Reviewing after 3 months of use.Black clothes always have soap on it after wash. No option to increase rinse time and with given functionality, colored clothes have detergent spots. It just takes one round of water for rinsing ao rinse functionality is biggest issue in this machine. Please do not waste your money",308,52,4.923076923076923,-0.13333333333333333,0.16666666666666666
samsung brand installation service terrible installation person be not able install anything do not single clue ask plug do not spanner spanner tool nothing tell i d call plumber installation honestly outrageous terrible do not recommend product do not think warranty device might good even product might remains see update high hope,2,"Samsung Brand Installation service was so terrible. Installation person wasn’t able to install anything. He didn’t have a single clue. He was asking where should I plug this in? What do I do?  He didn’t have a spanner on him. No spanner no tools nothing. He told me I’d have to call a plumber to do the installation. Honestly outrageous. Terrible . I don’t recommend this product because I don’t think the warranty and other devices might be good even if the product might be. (Remains to be seen, will update).  No high hopes.",505,93,4.408602150537634,-0.3363265306122449,0.711326530612245
order first time deliver dent product order replacementthe replacement do receive product even bad condition could product like could send do nt understand,1,Ordered for first time delivered with a dent product so ordered for a replacementThe replacement was done but the the received product was even in worst condition how could a product like could be sent I don't understand,219,38,4.7894736842105265,-0.22499999999999992,0.5
washing quality poor drum vibrate shake lot dry soap smell present washed cloth shake cloth even rotate one full rotation wash ok low budget washing machine,1,"Washing quality is very poor.  The drum vibrates and shakes a lot while drying.  Soap smell is present in washed cloths. It just shakes the cloth, it even does not rotate one full rotation while washing. Just OK for low budget washing machine.",237,43,4.488372093023256,0.06388888888888888,0.425
simple elegant compact efficient cost effective top loader washing machine use similar model year issue one seem similar,1,"Simple, elegant, compact, efficient, and cost effective top loader washing machine. Had used a similar model for 9 years with no issues and this one seems to be similar to that.",170,30,4.666666666666667,0.26666666666666666,0.5761904761904763
every thing good doubt month purchase drain motor defeat need replacement maximum use cycle purchase product good we issue water level,5,"Every thing is good no doubt but after 2 months from purchase the draining motor will be defeated (need replacement), maximum used 5 to 8 cycle from purchase. So this product not goods for us. Issue in water level,",205,36,4.638888888888889,0.7,0.6000000000000001
make hell lot noise spinning water flow inlet super slow drum shake lot wash dry change washand spin timing manually machine basic feature overall worth buying,1,"1. Makes hell lot of noise while spinning2. Water flow inlet is super slow3. Drum shakes a lot while washing and drying.4. Cannot change wash,and spin timings manually (all machines have this basic feature)5. Overall not worth buying",219,37,4.918918918918919,0.04444444444444443,0.31527777777777777
use machine coz old sell week back n buy new onerd day one yet call say anything installation stand near machine soil linen,1,I was using the same machine but coz it was old I sold it a week back n I bought the same new one....3rd day over... No one yet called or said anything about the installation... M standing near machine with  my soiled linen,212,44,3.8181818181818183,0.08409090909090909,0.26363636363636367
samsung front load happy one order farm house good actually well fl machine like far,3,"I have a Samsung Front Load and have been very happy with it. This one i ordered for my farm house. Its so good, actually better than the FL machine. I liked it so far.",163,35,3.6857142857142855,0.4,0.675
imperial silver silver solid grey grey mention imperial silver colour simple question colour variance label entire product colour imperial silver whereas control padmembrane silver shade view intentional misrepresentation breach trust,5,"Is ""IMPERIAL SILVER"" silver or solid grey? If it is grey then why have you mentioned Imperial Silver as the colour? This is not a simple question of colour variance. You can not label an entire product's colour as imperial silver whereas only the control pad/membrane is of that silver shade. I view this as an intentional misrepresentation & breach of trust.",349,61,4.721311475409836,-0.02,0.25642857142857145
use month nowperfect product category,1,Using for 3 months now..perfect product. 5/5 in all categories.,55,8,5.75,0.0,0.0
excellent machine easy use wobble etc report other probably machine place tile floor bathroom perfectly balance good spin dry also use lg front load direct drive another residence mine machine perform equally well pl go,5,Excellent machine. Very easy to use. No wobbling etc. as reported by others probably because the machine is placed on tiled floor in my bathroom and is perfectly balanced. Very good spin drying. I am also using LG front loading direct drive in another residence of mine and this machine performs equally well.  Pl go for it.,317,57,4.56140350877193,0.3802083333333334,0.6322916666666667
nice product purchase machine variant look small drum small do not look old lg machine kg big,5,nice product I have purchased this machine in 6.5 variant but it looks very small the drum is very small doesn't look 6.5 my old LG machine was 6 kg and that was bigger than this,170,33,4.090909090909091,0.039999999999999994,0.41999999999999993
washing machine instal within last one week water flow valve work accord technician brand new washing machine also thread come wash clothe terrible will not recommend product,1,"The washing machine was installed within the last one week and the water over flowed because the valve was not working (according to the technician) of the BRAND NEW WASHING MACHINE!!! Also threads coming out of washed clothes! Terrible, won't recommend the product.",257,43,5.0,-0.2878787878787879,0.5070707070707071
happy product build quality delivery speed promise installation do day samsung use product past week overall happy performance,1,I am happy with the product build quality & delivery speed as promised. Installation was done on the same day by Samsung. I have been using this product past 2 weeks & overall happy with the performance.,197,34,4.735294117647059,0.3375,0.5625
love product use easy use damage clothe installation process also smooth mainly wash heavy clothe like curtain bedsheet come almost dry soak option help get rid tough stain happy purchase,5,Loved the product after using it . Very easy to use and does not damage clothes. Installation process was also smooth. I am mainly washing heavy clothes like curtains and bedsheets and comes out almost dry . Soak option helps to get rid of tough stains . Very happy with the purchase :),279,49,4.63265306122449,0.2055555555555556,0.65
order washing machine extensive research find good weight cost ratio appliance need water connection within meter reach elevated dry space keep pretty lightweight place first floor also be nt hassle overall good buy highly recommend,5,I ordered this washing machine after extensive research and found this was the best weight to cost ratio appliance. You will need to have a water connection within a 1 meter reach and an elevated dry space to keep it. It is pretty lightweight too so placing it on the first floor also wasn't a hassle. Overall a good buy and highly recommended.,338,62,4.451612903225806,0.24916666666666665,0.5008333333333334
buy washing machine deliver per schedule installation carry per standard time call installation engineer simply make excuse do not buy washing machine,5,I bought a washing machine and delivered as per schedule but installation not carried out as per standard time. If I called installation engineer they simply make an excuse .don't buy this washing machine,201,34,4.9411764705882355,-0.016666666666666666,0.1357142857142857
medium could load need replacement machine stop work wash,1,"The media could not be loaded.
                



 I need a replacement. The machine stopped working after 3 washes.",107,16,4.75,0.0,0.0
lot research finalise product amazon prime get washing machine deliver within hrs super quickthe product good look brilliant various feature quick wash monsoon mode boon user like would recommend producthowever make sure installation process do not cater time convenience,1,"After a lot of research, I finalised this product. With amazon prime got the washing machine delivered within 24 hrs. That was super quick.The Product is good, looks brilliant, and its various features quick wash, monsoon mode are a boon for users like me. Would recommend the product,however make sure with installation process as they don't cater to your timing convenience.",363,60,5.05,0.4611111111111111,0.6925925925925925
budget king washing machine segment use machine one month do not face issue product something advice want share guy do not place machine direct sunlight come hit machine make serious noise aware temperature fine machine work flawlessly,4,"It an budget king washing machine for this segment, I have been using this machine for over one month I didn't face any issues in the product , But there something (or) a advice I want to share with guys don't place this machine were direct sunlight come in and hits the machine then it will make serious noise be aware of this, when the temperature is fine the machine works flawlessly",379,71,4.338028169014085,0.2866666666666667,0.5633333333333332
good thing washing machine vibration spin attractive do not make clean outside everyday value money k budget,5,The best thing about this washing machine is no vibrations on spinning but it will be not so attractive if you dont make it clean outside everyday but value for money at 12k budget,178,34,4.264705882352941,0.33333333333333337,0.5900000000000001
pro give clean wash clothe less noisy compare washing machine category daily usage easy hassle free good part resume function case power facility wash cyclealmost daily usage washing machine hardly put dent electricity billscon water inlet pipe length small,5,"Pros: Gives clean wash of clothes. Less noisy compare to other washing machine of same category. Daily usage is very easy and hassle free, best part is resume function in case of power facilities during a washing cycle.Almost daily usage of this washing machine hardly put dent on electricity bills.Cons: Water inlet pipe length is small.",330,56,4.910714285714286,0.13240740740740742,0.437962962962963
take give time quick wash morethan hour show min normal cycle alsosometime directly jump spin mode skipping rinse modethere problem water pressurei do not think get genuine product,1,"It is taking more than given time, For a quick wash it is morethan 1.5 hour but showing 24 mins, same with the normal cycle also.Sometimes it is directly jumping to spin mode skipping rinse mode.there is no problem with water pressure.i dont think i got a genuine product.",261,47,4.531914893617022,0.24583333333333332,0.5125
buy samsung product amazon also storesthey bad customer service faulty productswaste,1,Do not buy Samsung products from Amazon and also from stores.They have worst customer service and faulty products.Waste of my 💸,124,20,5.2,-0.6999999999999998,0.6666666666666666
right start amazon good job item deliver promise good condition package service engineer visit call promptly instal work pretty well easy use,5,"right from the start, Amazon has been doing a good job. The item was delivered as promised in good condition and package and the service engineer visited after calling me and promptly installed it. It is working pretty well and very easy to use",241,44,4.5,0.47380952380952374,0.7138095238095239
order exchange old machine take back fair price new machine absolute value money easy useconvenient smart keep unlike brand energy saving save space absolutely good quality,4,"Ordered this in exchange of our old machine which was taken back at fair price of 1300 and the new machine is absolute value for money. Easy to use,convenient and smart to keep. Above all, unlike other brands it energy saving. Saves space and is absolutely good in quality.",263,48,4.479166666666667,0.3104978354978355,0.5663419913419914
like product lot especially k good option drum size feel instead kg little spacious that s star otherwise go,4,"Likes the product a lot especially under 14k it's best option but the drum size I feel is 6 instead of 6.5kg, it should be little more spacious that's why 4 star otherwise you can go for it.",179,36,3.9444444444444446,0.40625,0.75
use samsung fully automatic washing machine past year amazed reliability order another samsung replacement look cute noice level less control pannel well lay initial reaction satiafie use sometime update,4,"Using a samsung fully automatic washing machine for the past 12 years and amazed by its reliability. So ordered another samsung as a replacement for it. It looks cute and noice level less, the control pannel is well laid and the initial reaction is"" satiafied"". Will use for sometime and update",286,50,4.72,0.020833333333333336,0.32916666666666666
perfect washing machine hassle free washing user friendly product good sturdy body else expect washing machine,5,"Perfect Washing Machine. Hassle free washing, user friendly product. Good sturdy body. What else you expect from a washing machine👍⭐⭐⭐⭐⭐",126,20,5.35,0.6187499999999999,0.725
early also use samsung top loading w machine satisfy model new feature eco tub clean wast minute valuable time delete software,4,"Earlier also I have been using Samsung top loading W machine, satisfied. But this model has a new feature, Eco Tub clean ,which wasts 90 minutes of valuable time & should be Deleted from software",188,33,4.666666666666667,0.27575757575757576,0.48863636363636365
future fully automatic washing machine wash clothe easily need kind manforce open lid put cloth wait min yr cloth clean simple security washing machine wowa highly recommend product everyone,5,"This is future, a fully automatic washing machine. Wash the clothes easily and not need any kind of manforce, just open the lid put the cloth wait for 45 mins yr cloth is clean. Its very simple. security of this washing machine is wowA highly recommended product for everyone.",268,48,4.583333333333333,0.22285714285714284,0.5650680272108844
good productbut delivery need concisebez opening box small skratch body bez transportation ignorancebut skratch nominal that s do not return backhope product work well expectation,4,"Good product,but during delivery need to be more concise..bez after opening the box there was a small skratch on body only bez of transportation ignorance.but the skratch was nominal that's why I don't return back...Hope the product will work well as my expectations",257,43,5.0,0.22499999999999998,0.5
washing machine order sunday receive tuesday wednesday technician came fix additional tray purchase place washing machine function simple old parent able operate without hassle price apt one review usage two week,4,"The washing machine was ordered at sunday and received by Tuesday and by Wednesday technician came and fixed it , an additional tray was purchased for placing the washing machine . Functions are so simple that my older parents are able to operate it without any hassle . For this price an apt one . I am reviewing it after the usage for two weeks",342,61,4.557377049180328,0.3,0.5455357142857142
defective product work keep run hour amazon also accept return productplease avoid buy amazonmade complaint resolution far well go washing machine,5,Defective product it is not working at all keeps running for hours Amazon is also not accepting to return this product.Please avoid buying it from Amazon.Made 100 complaints but no resolution so far better go for other washing machine.,229,38,5.026315789473684,-0.09999999999999999,0.6
use product daily last month till iam satisfactory product drawback machine will not able manually set water level incase water shortage water level automatically set machine,1,"I have been using this product daily for the last few months and till now Iam satisfactory with the product. Only drawback with this machine is that, we wont be able to manually set the water level (incase of any water shortage). Water level is automatically set by the machine.",272,50,4.46,-0.08333333333333333,0.23055555555555554
recommend everyday use take significantly water spin dry cycle do not really clear water big deal eventually hang clothe dry installation easyi bind old machine be not work clothe pile followed instruction manual could,5,"Recommended for everyday use. It does take up significantly more water. Spin dry cycle doesnt really clear out all water, it's not a big deal if you will eventually hang the clothes up to dry. Installation was easy(I was in a bind as old machine wasn't working and clothes were piling up) , I followed the instructions in the manual, and could do it myself.",346,64,4.40625,0.013095238095238096,0.47976190476190483
purchase specially mother also well handy use less work laod mother must buy product person family budget well build quality also price first thing purchase product mind brand samsung appliances home samsung use many year without complaint,5,this purchase specially for my mother and also me as well. very handy to use and less the work laod of my mother. must buy this product for 3 to 5 persons family because this in our budget and very well build quality also in this price. first thing for this purchase the product in my mind the brand of samsung because i have all the appliances at my home is samsung and used many year without no complaint.,401,77,4.194805194805195,0.2067460317460317,0.4285714285714286
product good value money people look advance option may satisfied hot water inverter technology available,5,Product is good and value for money. People looking for advance options may not be satisfied. Hot water and inverter technology is not available,142,24,4.958333333333333,0.4625,0.7125
good one small family attractive price,5,"Good for one small family, at very attractive price.",50,9,4.666666666666667,0.4166666666666667,0.6666666666666666
medium could load get product use review product good condition absolutely fine,5,"The media could not be loaded.
                



 I just got the product will use and review further. For now product is in good condition and absolutely fine.",152,26,4.3076923076923075,0.5583333333333333,0.55
say go look top load great product face challenge installation technician take sweet time come post smooth journey far,5,"All I can say is go for it if you are looking for a top load, great product. Did face some challenge with installation as the technician took his own sweet time to come but post that it’s been a smooth journey so far",213,44,3.8636363636363638,0.43,0.6799999999999999
till run well simple form full automatic washing machine easy use warm water good family,5,Till now it is running well. Simple form of full automatic washing machine. Easy to use. It does not warm water. Good for family of 4.,128,25,4.12,0.41666666666666663,0.5880952380952381
dent first one amazon deliver send replacement arrive day without much fuss convenient procedure machine good account,5,There was a dent in the first one Amazon delivered and they sent a replacement that arrived in 2 days without too much fuss and with a convenient procedure. The machine itself is very good on all accounts.,202,37,4.45945945945946,0.3833333333333333,0.37777777777777777
buy item may nobody come fix mechine even day delivery do not get warranty paper also wash mechine stop work I ve try call samsung customer service many time number always busy,1,"I bought this item in May 2021 but nobody has come and fix the mechine even after 15 days of delivery. And I didn’t get warranty papers also. Now washing mechine stopped working. I’ve tried to call samsung customer service many times, but the number is always busy",252,46,4.456521739130435,0.3,0.4
washing machine great value money time buy k minimal noise vibration monsoon mode clothe dry upto need min outdoors dry completelythe clothe come well clean par front load washing machine,5,The washing machine is a great value for money.. at the time of buying it was under 14k. There is minimal noise and no vibrations. With monsoon mode the clothes dry upto 90% and need only 10 min outdoors to dry completely.The clothes comes out very well cleaned in par with the front load washing machine.,292,54,4.388888888888889,0.1866666666666667,0.6500000000000001
receive product yesterday got instal today cute watch simple use use semi auto twice previously motor broke attract year warranty review smart silent one give full star delivery product installation executive,5,"I received the product yesterday and it got installed today. It is so cute to watch and simple to use. I had used semi auto twice previously and the motor broke for both of them. And this attracted me with 10 years of warranty and the reviews. Its so smart and silent than other ones. I give full stars to delivery, product and installation executive.",342,64,4.34375,0.1496031746031746,0.46944444444444455
samsung hire competitor whirpool tvs electronics samsung services installation guy come wear whirlpool tee shirt identity card neither want provide installation report samsung installation report bad coordination sale service samsung aware,4,"SAMSUNG hires it's competitor Whirpool ( TVS electronics) for samsung services . The installation guy comes wearing a whirlpool Tee shirt & does not have identity card , neither wants to provide installation report on samsung installation report. Worst coordination after sales services from samsung. Be aware !",302,43,5.930232558139535,-0.22499999999999992,0.4583333333333333
never buy samsung productsmy washing machine installation keep hold day refuse buy trolley engineer rs also product look cheapsamsung service poor apathetic,1,Never buy Samsung products.My washing machine installation kept on hold for 3 days when I refused to buy trolley from engineer for Rs 1600/- also product looks very cheap.Samsung services are now very poor and apathetic.,210,34,5.147058823529412,-0.4,0.6
expect samsung product good buy,5,As expected of a Samsung product - good buy!,42,8,4.25,0.7,0.6000000000000001
wait month writing review think may find something good product perfect issue totally worth cost,5,I waited for months before I writing this review. Thought I may find something that is not good. But this product is perfect with no issues at all. Totally worth the cost.,167,32,4.25,0.6666666666666666,0.5666666666666668
read review people receive damage good do not expect would victim nicely pack product already dent,1,Read the reviews of a few people receiving damaged goods. Didn't expect I would be a victim too. They nicely pack the products which already have dents on them.,156,29,4.413793103448276,0.4083333333333334,0.55
product good use clean clothe well issue noise even balanced cloth around drum make loud noise spinning,1,"Product is good to use and it cleans clothes very well. But the issue is with the noise. Even you balanced out the cloth around the drum, it make a loud noise while spinning.",170,34,4.029411764705882,0.3888888888888889,0.7000000000000002
machine easy use switch put detergent relax water efficient another feature machine slim require little space noiseless efficient complete value money,5,"This machine is very easy to use. Just switch it on after putting in the detergent and relax. Its water efficient too. And another feature is that the machine is very slim and so requires very little space. It is noiseless, efficient and complete value for money.",257,47,4.48936170212766,0.11527777777777777,0.5777777777777778
product seem fine look like delivery cause dent front part washing machinethought put replacement request would take long hence settle,5,"The product seems to be fine. But looks like the delivery caused some dents in the front part of the washing machine.Thought of putting up a replacement request, but that would have taken too long. Hence settling with this.",218,39,4.615384615384615,0.18333333333333335,0.45
really great product go iti get deal around k user friendly buy mom even elderly people handle easily major positive feedback product require little place occupy overall structure compact totally great buy product,3,"Its really a great product and you can go for it,I got it in a deal for around 10K and its user friendly , as I bought this to my mom and even elderly people can handle easily and that is the major positive feedback about the product, it requires only little place to occupy and its overall structure is very compact, totally a great buy and product👍😃😃",343,67,4.119402985074627,0.2967532467532467,0.5064935064935064
efficient product easy use make lot noise alert music present every stage wash remind tell happen without even look machine,3,Very efficient product. Easy to use and does not make a lot of noise. Alert music's present for every stage of the wash which reminds and tells what is happening without even looking at the machine,194,36,4.416666666666667,0.21666666666666667,0.4166666666666667
one well fully automate washing machine available market price samsung one good brand,5,This is one of the best fully automated washing machine available in the market in this price. Samsung is one of the best brands.,127,24,4.333333333333333,0.55,0.5
already machine run since year another location buy body performance really good,5,"I already had the same machine running since 8 years at another location, bought the same again as the body and performance is really good",136,24,4.666666666666667,0.7,0.6000000000000001
second time buy machine good one recommend other noise level minimum easy operate could well machine stand cover along,5,This is the second time I bought this machine. It's a good one and is recommended to others. Noise level is minimum. Easy to operate. It could be better if the machine had the stand and cover along with it.,200,40,4.025,0.2520833333333333,0.4520833333333334
think good machine consider price brand machine be not like silent scale noisy would say mote like also instal wheel stand,5,"I think it’s a good machine considering the price and the brand. The machine isn’t like very silent but on a scale of 0-10 where 10 being the noisiest , I would say it’s mote like 5 also I have installed a 24 wheel stand.",206,40,4.05,0.35,0.35000000000000003
light weight n easy use since samsung sale usually good got instal next day work good compact also,5,"light weight n easy to use , Since its samsung after sales is usually good, got it installed the next day and it works good. compact also",134,26,4.153846153846154,0.44666666666666666,0.5466666666666666
good vfm sleek look size fit washing mink blanket single double drum size should ve bit clothe sometimes play prank spinning fill tub till top select spin somehow get ok,4,"Good vfm sleek looking. But the size is not fit for washing mink blanket, single or double. The drum size should've been a bit more. Only clothes. Sometimes it played prank on me by not spinning and filling the tub till top, after I selected only spin. Somehow it got Ok by itself.",272,53,4.150943396226415,0.33809523809523806,0.36904761904761907
machine work exactly want tojust put clothe forget jobfully automate additional monsoon feature dry clothe however water consumption high cause concern company focus reduce water wastage,4,"The machine works exactly as you want it to.Just put your clothes in there and forget, it will do the job.Fully Automated and has an additional monsoon feature which dries clothes .However water consumption is high and a cause of concern. Company should focus on reducing water wastage.",280,48,4.854166666666667,0.11444444444444446,0.4633333333333333
buy machine mother law give problem day buy clothe really get black whenever use complain multiple time despite many complaint nobody bother take action,1,I had bought this machine for my mother in law and it has been giving problems from the day we bought .The clothes are really get black whenever we use it .We have complained it multiple times and despite so many complaints nobody is bothered to take an action,258,49,4.285714285714286,0.05555555555555556,0.2388888888888889
washing machine machine wash clothe need add water detergent make work work without detergent washing may good washing machine wring clothe would well machine take clothe put clothe line,5,"This is a washing machine, this machine washes clothes. We need to add water and detergent to make this work. This works without detergent too, but the washing may not be good. After washing the machine wrings the clothes. It would have been better if the machine takes out the clothes and put them on the clothes line.",312,58,4.396551724137931,0.7,0.6000000000000001
good washing machine pathetic service samsung week nobody come installation need use local plumber install product,3,Good Washing machine .Pathetic service from samsung. It's been a week but nobody came for installation. Need to use local plumber to install the product.,148,25,4.96,-0.10000000000000002,0.5333333333333333
do not waste money buy product month ago waste discharge black substance even service engineer come say can nt anything look new one waste rs kindly do nt waste money take beloved friend advice,1,Dont waste your money I bought this product 3 months ago but such a waste it discharges some black substance even when the service engineers came they said they can't do anything we are now looking for an new one we wasted 15000 rs kindly don't waste your money take this as your beloved friend's advice..,294,54,4.425925925925926,0.02424242424242424,0.2696969696969697
easy use hassle free cleans clothe nicely thing lint catcher do not job much otherwise pretty satisfied,5,"Easy to use, hassle free and cleans clothes nicely. Only thing is that the lint catcher doesn't do it's job much. Otherwise pretty satisfied.",135,24,4.666666666666667,0.3972222222222222,0.8055555555555557
first washing machine like quality product medium noise level clean efficiency less can not clean dirt collor obviously need extra attention installation easy fee feature nut useful one available confusion,5,"It's my first washing machine liked it, quality of product, medium noise levels, 95% cleaning efficiency 5% less because it can't clean dirt at collors. (Obviously they need extra attention), installation is easy and fee feature nut only useful one are available no confusion",261,42,5.190476190476191,0.15555555555555556,0.40370370370370373
two time receive damage washing machine,1,Two time received damage washing machine,40,6,5.833333333333333,0.0,0.0
use month work perfect installation call come next day delivery already instal self good service amazon samsung,5,Using for few month now. It works just perfect. Installation call came next day after delivery but we already have installed it our self. Good service by Amazon and by Samsung,172,31,4.580645161290323,0.5666666666666667,0.5333333333333333
use past month far face good experience power consumption also good there s star rating mention description star machine consumption high definitely consider price segment,5,"Using it for the past 6 months, so far facing good experience. Power consumption also good. There's no star rating mentioned in the description, it's 3 star machine but the consumption is not so high. You can definitely consider on this price segment.",241,41,4.853658536585366,0.235,0.5816666666666667
horrible experience need item urgently,4,Horrible experience when I need the item urgently.,49,8,5.25,-1.0,1.0
mark cloths wash clean stain remove fresh ness cloth,4,Not up to mark cloths are not wash clean  and stain not removed and does not have that fresh ness in cloths,107,22,3.8636363636363638,0.33333333333333337,0.6000000000000001
like simplicity operation water consumption normal cleaning okay type vey good like hand wash add ujala problem tub always water fully drain always may create rust problem,1,I liked the simplicity in operation. Water consumption is normal. Cleaning is okay type. Not vey good like hand washed. Adding Ujala is a problem. Then the tub is always having some water and is not fully draining always. This may create rusting problem.,247,44,4.636363636363637,0.45,0.5833333333333334
