Reviews,Ratings
"The product was delivered on time and installation was done within 48hrs. There was a minor fault during installation so the machine broke down, but amazon and samsung both were helpful regarding repairing the machine. The machine is running smoothly now. It is not at all noisy, the controls are fully automatic so very easy to use. One thing i noticed is that it uses less water compared to my old machine (whirlpool top load fully automatic 6.2kg), so this machine saves water too. I would suggest this machine considering its low price and high quality and service.",5
"This was such a waste of money for me.1. Amazon delivered a faulty product to me. One of the tub suspender was in the cardboard container it came in. It should be inside the machine, not in the container.2. After the repair, it now keeps on washing the clothes. The timer does not change, the water supply does not cut off automatically. It's a total mess.I am not into writing bad reviews but this is a very bad product. The service was fine though.",5
"Don't let its size fool you. Excellent build quality, super finish and simply put it gets the job done. Budget friendly and compact to store. Love the look of it.Thanks Amazon!",1
"Like: all features, this is a replacement after 15 years of the same type of Samsung top loader.Dislike: the cheater installation guy who took Rs 2000 for a cover and stand without giving a receipt and disappeared.",1
Its good but only problem is when it starts to spins then it make some initial noise of banging to the body but once it pick of the speed then it gets normal. Value for money and very good if you buying washing machine for first time. If its your second time purchase i would suggest to go with front load.,5
"Dear Team,This is not Expected from our side your product information  rating score showing  is 4.5 Amazon side ..and Actul product delivery 3 star what happened??As on date not responding for installation and demo work from samsung team side ...kindly Collecte my product and refund my money",1
The washing machine is super helpful. It's a great value for money at this price. Only downside is it fills water to its brim for both washing and rinsing irrespective if the clothes are less or more. So water is wasted . Apart from that rest everything is awesome,1
It's a great product especially for the price tag. I had just one complaint regarding the front panel buttons. They are a bit cheap (quality wise). After a month I was a bit worried that they might stop working on pressing but it hasn't happened yet. But they definitely need a little bit of improvement. Rest everything is amazing including the service. The service guy arrived just one day after the delivery.,5
I bought this recently for my grandparents. Since she was struggling with back pain. She loved it and said its very easy to use. Then i bought the same for my parents and in-laws also. All of them say in unison that they love this product regardless of the previous one since the options provided are practical and no much complicated process. The water and electricity consumption has reasonably reduced since we replaced our old one to this.,5
"Does the job well, compared to our previous LG washing machine this makes little bit more noise.Delivery was done as per the committed date and time.LG technician also make later within 6 hrs. to install and demo the machine.The service has been very professional.It has been less than 2 weeks, and hence cannot tell much for about the functioning of the machine and the product.",4
9 days back I got the product and noone ever come up for installation after 2 3 times calling to customer care. If this is the way of valuing customer I have a huge question for myself of I would like to buy again.,5
It's a very worthful product when compared with other companies. It's very easy to use. Brand installation is successfully completed and their demo can be understood in a easy way.When coming to washing machine it is very useful product and low noise emitting.,5
Best you can buy.. I literally love using it.  I would recommend to all that yes you all can go ahead & bou this washing machine.. It's just bestest you can ever get. I really loved it. You can wash blankets too upto 6.5 kg as the machine is of 6.5 right & if machine is 8kg you can put clothes till 8kg ..So as of now this machine is of 6.5 kg so you can wash upto 6.5 kg blanket ..n if u are washing 6.5 kg blanket then you should wash one at a time... You can even wash net clothes/sarees in delicate wash .,1
Pathetic installation service. The water was leaking for 3 days. There was no response from customer service . Samsung services are a hassle and i strictly don't recommend buying their products.,5
It's been 48hours and no one has come for installation. The machine is just kept in the house. The engineer is not picking up the phone and the customer care is just giving excuses . Pathetic experience with Samsung  .HIGHLY DISSAPPOINTED !!!!,5
"We got a defective product. This washng machine does not spin properly and as a result the clothes are still soaking wet when the cycle is done. We complained to Samsung customer service, they sent a technician who came to inspect and claimed this is how the machine is expected to work and if we want better performance we have to buy an expensive model. Overall our experience is bad and disappointing. This is disgraceful on part of samsung. We want to return the product but don't know how.",1
"Like the samsung service guy, polite and helpful.Works nicely, have another similar model from last 3 years.Top load samsung washing machines are very much reliable in long run no doubt.",5
Best Washinmachine in the market. My all family members use the same brand from long time. Even one of mechanic suggested to buy this or LG for longer life. I got installed with my known mechanic as he gave got rest Washinmachine accessories fitted by himself.,5
"I am writing this review after 3 weeks of usage and I must say it works very efficiently, clothes are very well washed without any external efforts however it takes more time  to complete cycles but overall its perfect washing machine for small  families with working women also its noise cancellation feature is worth mentioning ,a reason for adding more stars to it .😃😃😃",5
"I ordered this after seeing good reviews about it. When this got delivered I was excited but when I tried washing clothes it didn't work. It was taking water and waiting for the drum to get filled even on water level 1 mode for quick wash. After the drum got filled it started to throw water out and taking water supply. It's like a never stopping thing. After sometime it threw 4C message and drained out. It didn't even start to wash clothes. This is a new product from a reputed brand, never expected this from Samsung.",5
"Nice product. Don't install it yourself, not even open the cardboard box. You will spoil the warranty if you do that. Installation engineer reached home after one day. He was polite and checked the working condition of the machine as it was already installed by myself.",1
Good for homes where seperate water tap available but i am living in rent so everytime i need  to connect water tap to water hose to fill the water and if any time water is less machine will stop and stuck at same time so you need to refill the remaining water andPower cut is also very big problem in my area every time if power is cut machine will start from beggining and it is very annoying sometime it will take whole day to wash some cloth,1
Easy to use but make lot of noise. The washing cycle is also very short. I am not able to find a washing Cycle Mode for more than 45 Min. which is uncommon as most good brands provide longer duration for better washing.,5
"Noise is more than usual, modes to use need to improve, surf and fabric conditioner must put at a time, because no interval for fabric conditioner.  Horrible sounds while wash.  I'm not happy with the use of machine.",5
"Reviewing after 3 months of use.Black clothes always have soap on it after wash. No option to increase rinse time and with given functionality, colored clothes have detergent spots. It just takes one round of water for rinsing ao rinse functionality is biggest issue in this machine. Please do not waste your money",3
"Samsung Brand Installation service was so terrible. Installation person wasn’t able to install anything. He didn’t have a single clue. He was asking where should I plug this in? What do I do?  He didn’t have a spanner on him. No spanner no tools nothing. He told me I’d have to call a plumber to do the installation. Honestly outrageous. Terrible . I don’t recommend this product because I don’t think the warranty and other devices might be good even if the product might be. (Remains to be seen, will update).  No high hopes.",2
Ordered for first time delivered with a dent product so ordered for a replacementThe replacement was done but the the received product was even in worst condition how could a product like could be sent I don't understand,1
"Washing quality is very poor.  The drum vibrates and shakes a lot while drying.  Soap smell is present in washed cloths. It just shakes the cloth, it even does not rotate one full rotation while washing. Just OK for low budget washing machine.",1
"Simple, elegant, compact, efficient, and cost effective top loader washing machine. Had used a similar model for 9 years with no issues and this one seems to be similar to that.",1
"Every thing is good no doubt but after 2 months from purchase the draining motor will be defeated (need replacement), maximum used 5 to 8 cycle from purchase. So this product not goods for us. Issue in water level,",5
"1. Makes hell lot of noise while spinning2. Water flow inlet is super slow3. Drum shakes a lot while washing and drying.4. Cannot change wash,and spin timings manually (all machines have this basic feature)5. Overall not worth buying",1
I was using the same machine but coz it was old I sold it a week back n I bought the same new one....3rd day over... No one yet called or said anything about the installation... M standing near machine with  my soiled linen,1
"I have a Samsung Front Load and have been very happy with it. This one i ordered for my farm house. Its so good, actually better than the FL machine. I liked it so far.",3
"Is ""IMPERIAL SILVER"" silver or solid grey? If it is grey then why have you mentioned Imperial Silver as the colour? This is not a simple question of colour variance. You can not label an entire product's colour as imperial silver whereas only the control pad/membrane is of that silver shade. I view this as an intentional misrepresentation & breach of trust.",5
Using for 3 months now..perfect product. 5/5 in all categories.,1
Excellent machine. Very easy to use. No wobbling etc. as reported by others probably because the machine is placed on tiled floor in my bathroom and is perfectly balanced. Very good spin drying. I am also using LG front loading direct drive in another residence of mine and this machine performs equally well.  Pl go for it.,5
nice product I have purchased this machine in 6.5 variant but it looks very small the drum is very small doesn't look 6.5 my old LG machine was 6 kg and that was bigger than this,5
"The washing machine was installed within the last one week and the water over flowed because the valve was not working (according to the technician) of the BRAND NEW WASHING MACHINE!!! Also threads coming out of washed clothes! Terrible, won't recommend the product.",1
I am happy with the product build quality & delivery speed as promised. Installation was done on the same day by Samsung. I have been using this product past 2 weeks & overall happy with the performance.,1
Loved the product after using it . Very easy to use and does not damage clothes. Installation process was also smooth. I am mainly washing heavy clothes like curtains and bedsheets and comes out almost dry . Soak option helps to get rid of tough stains . Very happy with the purchase :),5
I ordered this washing machine after extensive research and found this was the best weight to cost ratio appliance. You will need to have a water connection within a 1 meter reach and an elevated dry space to keep it. It is pretty lightweight too so placing it on the first floor also wasn't a hassle. Overall a good buy and highly recommended.,5
I bought a washing machine and delivered as per schedule but installation not carried out as per standard time. If I called installation engineer they simply make an excuse .don't buy this washing machine,5
"The media could not be loaded.
                



 I need a replacement. The machine stopped working after 3 washes.",1
"After a lot of research, I finalised this product. With amazon prime got the washing machine delivered within 24 hrs. That was super quick.The Product is good, looks brilliant, and its various features quick wash, monsoon mode are a boon for users like me. Would recommend the product,however make sure with installation process as they don't cater to your timing convenience.",1
"It an budget king washing machine for this segment, I have been using this machine for over one month I didn't face any issues in the product , But there something (or) a advice I want to share with guys don't place this machine were direct sunlight come in and hits the machine then it will make serious noise be aware of this, when the temperature is fine the machine works flawlessly",4
The best thing about this washing machine is no vibrations on spinning but it will be not so attractive if you dont make it clean outside everyday but value for money at 12k budget,5
"Pros: Gives clean wash of clothes. Less noisy compare to other washing machine of same category. Daily usage is very easy and hassle free, best part is resume function in case of power facilities during a washing cycle.Almost daily usage of this washing machine hardly put dent on electricity bills.Cons: Water inlet pipe length is small.",5
"It is taking more than given time, For a quick wash it is morethan 1.5 hour but showing 24 mins, same with the normal cycle also.Sometimes it is directly jumping to spin mode skipping rinse mode.there is no problem with water pressure.i dont think i got a genuine product.",1
Do not buy Samsung products from Amazon and also from stores.They have worst customer service and faulty products.Waste of my 💸,1
"right from the start, Amazon has been doing a good job. The item was delivered as promised in good condition and package and the service engineer visited after calling me and promptly installed it. It is working pretty well and very easy to use",5
"Ordered this in exchange of our old machine which was taken back at fair price of 1300 and the new machine is absolute value for money. Easy to use,convenient and smart to keep. Above all, unlike other brands it energy saving. Saves space and is absolutely good in quality.",4
"Likes the product a lot especially under 14k it's best option but the drum size I feel is 6 instead of 6.5kg, it should be little more spacious that's why 4 star otherwise you can go for it.",4
"Using a samsung fully automatic washing machine for the past 12 years and amazed by its reliability. So ordered another samsung as a replacement for it. It looks cute and noice level less, the control pannel is well laid and the initial reaction is"" satiafied"". Will use for sometime and update",4
"Perfect Washing Machine. Hassle free washing, user friendly product. Good sturdy body. What else you expect from a washing machine👍⭐⭐⭐⭐⭐",5
"Earlier also I have been using Samsung top loading W machine, satisfied. But this model has a new feature, Eco Tub clean ,which wasts 90 minutes of valuable time & should be Deleted from software",4
"This is future, a fully automatic washing machine. Wash the clothes easily and not need any kind of manforce, just open the lid put the cloth wait for 45 mins yr cloth is clean. Its very simple. security of this washing machine is wowA highly recommended product for everyone.",5
"Good product,but during delivery need to be more concise..bez after opening the box there was a small skratch on body only bez of transportation ignorance.but the skratch was nominal that's why I don't return back...Hope the product will work well as my expectations",4
"The washing machine was ordered at sunday and received by Tuesday and by Wednesday technician came and fixed it , an additional tray was purchased for placing the washing machine . Functions are so simple that my older parents are able to operate it without any hassle . For this price an apt one . I am reviewing it after the usage for two weeks",4
Defective product it is not working at all keeps running for hours Amazon is also not accepting to return this product.Please avoid buying it from Amazon.Made 100 complaints but no resolution so far better go for other washing machine.,5
"I have been using this product daily for the last few months and till now Iam satisfactory with the product. Only drawback with this machine is that, we wont be able to manually set the water level (incase of any water shortage). Water level is automatically set by the machine.",1
"Recommended for everyday use. It does take up significantly more water. Spin dry cycle doesnt really clear out all water, it's not a big deal if you will eventually hang the clothes up to dry. Installation was easy(I was in a bind as old machine wasn't working and clothes were piling up) , I followed the instructions in the manual, and could do it myself.",5
this purchase specially for my mother and also me as well. very handy to use and less the work laod of my mother. must buy this product for 3 to 5 persons family because this in our budget and very well build quality also in this price. first thing for this purchase the product in my mind the brand of samsung because i have all the appliances at my home is samsung and used many year without no complaint.,5
Product is good and value for money. People looking for advance options may not be satisfied. Hot water and inverter technology is not available,5
"Good for one small family, at very attractive price.",5
"The media could not be loaded.
                



 I just got the product will use and review further. For now product is in good condition and absolutely fine.",5
"All I can say is go for it if you are looking for a top load, great product. Did face some challenge with installation as the technician took his own sweet time to come but post that it’s been a smooth journey so far",5
Till now it is running well. Simple form of full automatic washing machine. Easy to use. It does not warm water. Good for family of 4.,5
There was a dent in the first one Amazon delivered and they sent a replacement that arrived in 2 days without too much fuss and with a convenient procedure. The machine itself is very good on all accounts.,5
"I bought this item in May 2021 but nobody has come and fix the mechine even after 15 days of delivery. And I didn’t get warranty papers also. Now washing mechine stopped working. I’ve tried to call samsung customer service many times, but the number is always busy",1
The washing machine is a great value for money.. at the time of buying it was under 14k. There is minimal noise and no vibrations. With monsoon mode the clothes dry upto 90% and need only 10 min outdoors to dry completely.The clothes comes out very well cleaned in par with the front load washing machine.,5
"I received the product yesterday and it got installed today. It is so cute to watch and simple to use. I had used semi auto twice previously and the motor broke for both of them. And this attracted me with 10 years of warranty and the reviews. Its so smart and silent than other ones. I give full stars to delivery, product and installation executive.",5
"SAMSUNG hires it's competitor Whirpool ( TVS electronics) for samsung services . The installation guy comes wearing a whirlpool Tee shirt & does not have identity card , neither wants to provide installation report on samsung installation report. Worst coordination after sales services from samsung. Be aware !",4
Never buy Samsung products.My washing machine installation kept on hold for 3 days when I refused to buy trolley from engineer for Rs 1600/- also product looks very cheap.Samsung services are now very poor and apathetic.,1
As expected of a Samsung product - good buy!,5
I waited for months before I writing this review. Thought I may find something that is not good. But this product is perfect with no issues at all. Totally worth the cost.,5
Read the reviews of a few people receiving damaged goods. Didn't expect I would be a victim too. They nicely pack the products which already have dents on them.,1
"Product is good to use and it cleans clothes very well. But the issue is with the noise. Even you balanced out the cloth around the drum, it make a loud noise while spinning.",1
"This machine is very easy to use. Just switch it on after putting in the detergent and relax. Its water efficient too. And another feature is that the machine is very slim and so requires very little space. It is noiseless, efficient and complete value for money.",5
"The product seems to be fine. But looks like the delivery caused some dents in the front part of the washing machine.Thought of putting up a replacement request, but that would have taken too long. Hence settling with this.",5
"Its really a great product and you can go for it,I got it in a deal for around 10K and its user friendly , as I bought this to my mom and even elderly people can handle easily and that is the major positive feedback about the product, it requires only little place to occupy and its overall structure is very compact, totally a great buy and product👍😃😃",3
Very efficient product. Easy to use and does not make a lot of noise. Alert music's present for every stage of the wash which reminds and tells what is happening without even looking at the machine,3
This is one of the best fully automated washing machine available in the market in this price. Samsung is one of the best brands.,5
"I already had the same machine running since 8 years at another location, bought the same again as the body and performance is really good",5
This is the second time I bought this machine. It's a good one and is recommended to others. Noise level is minimum. Easy to operate. It could be better if the machine had the stand and cover along with it.,5
"I think it’s a good machine considering the price and the brand. The machine isn’t like very silent but on a scale of 0-10 where 10 being the noisiest , I would say it’s mote like 5 also I have installed a 24 wheel stand.",5
"light weight n easy to use , Since its samsung after sales is usually good, got it installed the next day and it works good. compact also",5
"Good vfm sleek looking. But the size is not fit for washing mink blanket, single or double. The drum size should've been a bit more. Only clothes. Sometimes it played prank on me by not spinning and filling the tub till top, after I selected only spin. Somehow it got Ok by itself.",4
"The machine works exactly as you want it to.Just put your clothes in there and forget, it will do the job.Fully Automated and has an additional monsoon feature which dries clothes .However water consumption is high and a cause of concern. Company should focus on reducing water wastage.",4
I had bought this machine for my mother in law and it has been giving problems from the day we bought .The clothes are really get black whenever we use it .We have complained it multiple times and despite so many complaints nobody is bothered to take an action,1
"This is a washing machine, this machine washes clothes. We need to add water and detergent to make this work. This works without detergent too, but the washing may not be good. After washing the machine wrings the clothes. It would have been better if the machine takes out the clothes and put them on the clothes line.",5
Good Washing machine .Pathetic service from samsung. It's been a week but nobody came for installation. Need to use local plumber to install the product.,3
Dont waste your money I bought this product 3 months ago but such a waste it discharges some black substance even when the service engineers came they said they can't do anything we are now looking for an new one we wasted 15000 rs kindly don't waste your money take this as your beloved friend's advice..,1
"Easy to use, hassle free and cleans clothes nicely. Only thing is that the lint catcher doesn't do it's job much. Otherwise pretty satisfied.",5
"It's my first washing machine liked it, quality of product, medium noise levels, 95% cleaning efficiency 5% less because it can't clean dirt at collors. (Obviously they need extra attention), installation is easy and fee feature nut only useful one are available no confusion",5
Two time received damage washing machine,1
Using for few month now. It works just perfect. Installation call came next day after delivery but we already have installed it our self. Good service by Amazon and by Samsung,5
"Using it for the past 6 months, so far facing good experience. Power consumption also good. There's no star rating mentioned in the description, it's 3 star machine but the consumption is not so high. You can definitely consider on this price segment.",5
Horrible experience when I need the item urgently.,4
Not up to mark cloths are not wash clean  and stain not removed and does not have that fresh ness in cloths,4
I liked the simplicity in operation. Water consumption is normal. Cleaning is okay type. Not vey good like hand washed. Adding Ujala is a problem. Then the tub is always having some water and is not fully draining always. This may create rusting problem.,1
The machine is easy to use with about average noise as compared to my old semiautomatic machine. Clothes are clean. MONSOON FEATURE IS SAME AS RINSE NOT MUCH DIFFERENT was expecting clothes to be more dry.,1
It was mentioned that they will provide demo of washing in person under 36 hours but that never happened also one of the important part of this machine is not working and i had to replace it and I think this is not a good product not even average!,1
"Machine delivered in two days. All accessories received. Installation not undertaken as on 18 Oct 21. However, Service provider has shown installation as complete. Escalated the issue through consumer care.",3
"Silent,spacious,clean laundry comes out after washingEasy to use menu options.Budget friendlyA must buy",5
I have bought this top load washing machine from Amazon with 12 months EMI. I have noticed that noise level slightly more but rest all the functionality is great. Value for money and I recommend this product. I will review again after 6 months.,5
This is a good easy to operate machine with the right amount of features. Clothes come out clean and quite dry. No problems after even 2 months of use,4
You'll get quick washes. Easy installation and detailed demo.This is just perfect for a small family,5
It’s a very good washing machine. I am happy with the product as well as the installation which was prompt and efficient.,5
Too much Noise I call the person to clear the solutions but he is not respose my call,3
Comes with the easiest UI controls a fully automatic washer can come up with and simple to customize based on your needs. Just go for It,3
We received this machine with broken parts and this was noticed when the engineer came to install this. The engineer went away without installing. There is no option on amazon to complain about this.,5
"Very simple and easy to use, excellent budget product from Samsung. Also very energy efficient and ideal for senior citizens who doesn’t want too many controls and programs. Highly recommended.",1
Everytime machine is operated water logs under it.,5
I purchased this product 1 month back only. It run continuosly after finished spin also...again it's restarting from first...one day it's run till evening..,1
Very bad product. Brought one unit during great indian festival and received the product with number of dents. Pls don't buy it.....amazon is selling defective products using such festive offers at discounted price.,1
Product is ok not so great.Service and installation is pathetic.They took 5 days to do installation and demo.Amazon delivery was good.But samsung service is worst,2
"The product was delivered promptly, but more than three days later we haven’t even had a call about installation from Samsung. Terrible service from Samsung, and probably a sign that one shouldn’t purchase such products from Amazon.",1
Inner drum damage. Please don't buy this kind of item from Amazon. Very difficult to return. I face lot of problem now. The service also not good.,1
This is another excellent product we have got from Samsung and never be going out of expectations as always with Samsung.,1
"Never expected this from amazon to deliver a damaged product, also had to pay cash 1550 of thee exchange product as the spin is not working, the product to exchanged on priority",5
I have got it in Rs.12074.00 during republic day sale.,1
"Good for the small family for regular use,Easy operations, Medium Noise while spin.Overall Good product from Samsung",1
Its 3 star rating product.This was not mentioned in the description anywhere. Otherwise I would have considered different product with better energy saving star rating.,4
Amazon delivery system remains outstanding. It would be much better if the washing machine can atleast clean the deal stain on my t-shirt. Not at all a good cleaner. We can only use to wash away smell. I would rate 2 star only for this.,4
"Such a great washing machine. Occupying very less space, less noise, overall we are satisfied 👍",5
Product is good in condition(no damaged) and working well also but packaging Is not good (seal it from all sides it's not sealed from bottom)...,4
Till now no one come for installation and demo. Just created service request and then it is cancelled by samsung brand service. No support from Samsung band. Meaning less scheduled appointment etc. Even after 48 hrs samsung is not ready for installation and demo.,1
If you are looking  for top loading  machine  it is worth  we had front loading  now we brought  this we feel this is much better,5
Samsung is just renowned for name but in actual it is providing worst service to customer.I have purchased washing machine on Tuesday and after 8 days also no one come with intimation for installation or demo.,1
Happy with product post approx 1 month use .Price wise I am happy and doing the same work properly for the reason I bought :) . So no complaintsPackaging is superb . Thanks to seller,5
We got this machine after a thorough research but we are having a very bad experience with it as the machine keeps getting stuck and showing in balanced load. Doesn’t deserve more than two stars. Please do not buy!,2
The water is not going out of the machine. Cannot operate it.,1
Photos speak,1
Value for money product,1
"Very very nice and cute look noise less running,durable quality money valuable product thanks for amazon team and this product seller",5
Dislike about its cleaning as basic stain removing is very poor. As daily wash cleaning is below average as stain removal is very poor.. It's just rinse and spin but cleaning is very poor..,3
Good useful product and it cleans well. Have been using it for the past couple of months and there were no problems so far.  Delivery and installation was done very professionally.,3
There are two big dents on outer side.,5
This Samsung washing machine is very customer friendly and serves our requirements very well.  Our water supply n electricity supply are erratic.  We're able to use the machine against all odds.,1
Its worth the money spent. Easy to use. Cleans efficiently. I love the product. Will recommend to others as well.,5
"I purchased this WM for my father in law who was using an automatic machine for the first time. After a very detailed online lecture, he is able to run the machine on his own.",5
Kids can also operate such simple operation. Very good product.Thanks to Amazon for support and supply with huge discount.,5
Delivered a damage washing machine. Had to return it.,5
Noise level is zero. After using the product I was happy as in this rate we will not get a washing machine. It is very easy to use.,5
"Good washing, easy to use.. I bought it for 12900 under discount. Due to lockdown I had to install myself that's the demerit.",1
One of the worst product which I brought till now ... trust me you’ll regret once u buy it don’t even think it’s an option .... it makes lots of noise and worst product,1
Using the washing machine for more than a month. good product. Low nice. No vibration.installation service was good.Satisfied with the product.,5
Machine is nice but didn't work for normal spin only selection need to figure it out. Overall nice and big thanks to Amazon,5
Good product and service not doubt from Samsung with unmatched price. Good work by Amazon on time delivery. For 4 people in a family that go for it.,5
"Very good washing machine if you hv water connection then its better than semi automatic, i love it very good very fast and wash very clean",5
"Reasons to go for this fridge:Smooth function,Noise less,Brand value,Good customer service,Budget friendly,Easy to use, Hassle freeModern elegant look,Energy savingIt is enough for a four to five member family",5
Wanted a fibre body machine none available in amzon.Had to go for steel one. Not happy.Otherwise the performance is good.,4
We had to shift mumbai temporary..and this washing machine is best in budget and does the operation upto satisfaction.,4
"Price seem to be 1k less today (10/04/2021) coupon + exchange amount, than what I was offered on Prime day. Very disappointing as regular benefits are better than prime and makes us rethink about prime membership",4
We just moved to a smaller city so we wanted something that was sturdy and easy to operate. We have been using it for a month or so. The washing machine is doing its job perfectly well 🙏,5
After somany reviews and  search in various shops price offered by Amazon is the best lowest price of all. A good product for day to day use. Samsung installation also went well within 24 hours.superb,5
Senses water level requirement automatically. Easy to use controls,5
It's cheaper than front load and yeah does the work of cleaning. Would recommend it to anyone.,5
Again and again issues coming. Now drain line leakage continuously. I am not satisfied with the product and washing quality,1
The product is not working as expacted. The worst washing machine I have ever purchased.,1
"Very good washing machine. Less noise, sturdy, good cleaning of clothes and easy to use. Happy with the purchase.",5
Best automatic machine. This machine have lots of features but following are best one1- time saving2- water saving3- no knotes of clothes while washing4- very low noice5- no need to check machine again and again during washing. Machine do all wash to dry in one go..,5
"The media could not be loaded.
                



 On a click does everything, easy to operate and washes very nicely.",5
"Quiet, easy to use. I am using from last week, so far everything fine. Samsung showroom assured 2 years warranty.",5
This is Very waste machine Please dont Buy (Samsung washing machines are not good). shiping is worstCost is very high. please dont money waste.,5
"Cost effective and performance. It's almost automatic with a minimum effort. Not many modes, but good enough for indian needs. Sales and service is ok and staff is polite. One 2 bed duvet is max you can wash in one go.",4
"Was quite confused whether to buy this machine online or not, but it went well....super product....go for it",5
"I was able to manage this by adding water manually(bucket water). I thought it needs a tap water supply. But I was able to manage with manual water filling in the machine. Through quick wash, it washes in 10 min and spins and dries clothes better. Overall, I'm glad I purchased this!",5
Dear all don't go with this brand. This is Free installation you can see in the pics. Bloody hell brand no proper installation and breaked my tap.,1
It's pretty efficient in washing clothes even with less detergent. Noise level is good too. It packs almost all essential features. The only feature that I find missing is that we can't set the washing machine to rinse clothes more than once.,1
"AWESOME!!! Adding the review after using it 3 months. Love the machine how it works ,No noiseEasy to operate6.5 Kg is enough for 4 peoples run twice a weekSmart sensors technology",5
Easy to use.  Value for money. Very nice and good product from Samsung. 6.5kg washing machine is washing the clothes very nice.,5
Cleaning is great. Price is reasonable. And looks are great. Great value for money,5
"There are small dents on front and the sides, really a bad experience for me",5
"Worth the money. No much noise, easy to use. Best one to opt for instead of going for expensive models which again serves the same purpose.amazon delivery and installation service was commendable and super fast.writing this review after a month of usage.",5
"Looks ok but waste product and waste device from samsung, product was delivered on dec 1st and till today the service is not given .I tried starting this in my own and it sounds lik generator. Please dn buy this product",1
"Very very useful and compact and user friendly washing machine.  Only request is get a good technician to assist with buying various accessories like hose extension, drain line and drain covers as local plumbers are lacking idea of how why or quality of items to be used...",1
On time delivery. Great product . I am a Samsung fan . All electronics in my household are Samsung and I love their customer service. Highly recommend as its very easy to use,5
Machine not working worst product by amazon,5
After two months of use. I observed water leak while washing. Not good at all. And customer service is worst,1
Looks good.. but my godrej machine still cleans cloths very well.. in this stains remain. Not sure whats the issue,3
The company person visited for installing the washing machine and while fitting the water pipe meant to be connected to the water tap has been found defective. Please arrange to replace the pipe so that we can use the product.,5
Product was good with good power saving and also low noise and easy to use.,2
Company will provide very short pipe.You will be forced to purchase other one from Samsung service man.You have to no option left,5
After warranty services will be less costly as there are less electronics here.,4
Very good product. Fast Delivery.quick installation. Very satisfied,4
"While buying consumer durables online, don't go for cheapest. There'll be a catch. I follow this tenet and the product is always good.",4
I bought two Samsung washing machine but unfortunately one is giving lot of noise and not functioning properly and also have ask dealer to get fix but still no show from service or repair department.please change the mashine machine.,2
"Washing machine is just so perfect for 3/4 in a house... I've been using this for last 6 months...Service is amazing... Less noisy... Power consumption is less...eco tub clean and other functions makes our washing and cleaning comfortable...Samsung and Amazon, you're awesome...",5
"It's a good machine in top loading segment. Extremely easy to use, that's the best part.",5
"I have received defected piece, it’s giving electric shocks, please return it",5
Worth the price value for moneySimple and easy to use,1
"Sumsung wechine is good but inlet and outlet given pipes are very small, company asked to buy for little longer pipes",4
"Damaged product, outside cover is good sold damaged product, be ensure before you open the box with the video.",2
The product is good however o received a dented product. Did not expect this from amazon.,1
"Damage pice sent inner drum side support rod also broken don't purchase online heavy products due to transport it will damage, I request to replace let see they replace r not",1
Does the washing limited prorgams n time per wash is longer than my earlier washing machines,1
"No Samsung installation engineer is coming to install. Have called service centre many time but no call back received. Been almost a week since delivery, but no response from samsung for installation even after repeated reminders",4
"Quite a good product in low price. It's essence is simplicity. When everything is getting complicated day by day there is something really simple. Easy to use, tuff body, take less space . All together a value for money .",2
This product has been designed and manufactured for every Indian Home.One should try this product at least once in a life time.,5
"The media could not be loaded.
                



 The best washing machine till now. I purchased another one for my mum after the purchase for me. Its cloth drying capacity is the best I guess from the other machines. It dries clothes upto 95%.",5
"The media could not be loaded.
                



 Dent on front sheet of automatic washing machine body",5
Put dirty clothes in the washing machine let it run for more than an hour and voila your clothes are still dirty. Waste of money.,1
"The media could not be loaded.
                



 Samsung washing machine are best in their class. Performance is really good.",1
Worst product... Display is very dim...not able to see properly during daytime...please don't take samsung washing machine.,1
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:17Loaded: 17.66%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:17 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.",1
"After one week use ... Wonderful washing experience..easy to use..6 cycle program , enough for 4 to 5 member family, Thank you samsung..",5
Good product. Very less noice level. Cleaning cloths very well. Easy to operate even for aged people.,5
Very good product for the price. Good one for a small family. Easy to move and operate.,5
"Recieved delivery after a week. Got majorly damaged product, requested for return. I am disappointed to get a damaged product after waiting for a week.",5
"Inlet pipe too short , it must atlease 2 meters ,Recently me and my relatives bought this 3 washing machine and we bought inlet pipe from outside market worth 400rs . You must provide 2 meters pipe with washing machine",1
"Noise level is moderate, easy to use and energy efficiency is moderate to high. This takes access water to wash the cloths  even in ""water level-1 option"". Except that, all functions are good in thie machine in this range of money.  Thank you",3
A lot of noise... Please don't buy this,4
"Product has been received. But nobody from Samsung has come for checking and installation. After installation only I can give feedback ,sir. Kindly arrange for Samsung people to visit my home for checking the product washing machine",4
Nice machine. Fits in budget. Works nicely. Thank you Amazon. Thank you Samsung.,1
Good basic product at this price point.It solves your purpose. It does not have turbo mode and soft closing lid.I am happy with product and installation,5
"It does it work perfectly. No noise and less vibration and good Machine. Worth the money, go for it.",5
Product is genuine and original...installation was done conveniently...though the water connecting pipe is bit small but the extension can be purchased online...the price of the washing machine is also genuine...got it for 13k,5
